1023.19, 28.83

1023.19, 28.78

1023.22, 28.79

1023.22, 28.80

1023.21, 28.80

1023.22, 28.81

1023.23, 28.82

1023.23, 28.83

1023.20, 28.84

1023.22, 28.85

1023.19, 28.85

1023.21, 28.86

1023.21, 28.85

1023.15, 28.85

1023.23, 28.85

1023.18, 28.85

1023.17, 28.85

1023.20, 28.86

1023.25, 28.86

1023.17, 28.86

1023.19, 28.87

1023.20, 28.86

1023.19, 28.86

1023.17, 28.85

1023.19, 28.84

1023.18, 28.84

1023.22, 28.83

1023.17, 28.83

1023.17, 28.82

1023.24, 28.81

1023.24, 28.81

1023.18, 28.81

1023.19, 28.82

1023.21, 28.82

1023.22, 28.81

1023.18, 28.82

1023.22, 28.83

1023.26, 28.83

1023.17, 28.84

1023.21, 28.83

1023.18, 28.84

1023.21, 28.85

1023.19, 28.85

1023.20, 28.84

1023.21, 28.85

1023.20, 28.84

1023.21, 28.84

1023.22, 28.84

1023.21, 28.85

1023.19, 28.86

1023.20, 28.86

1023.19, 28.86

1023.20, 28.87

1023.20, 28.87

1023.23, 28.88

1023.23, 28.87

1023.24, 28.87

1023.17, 28.87

1023.21, 28.87

1023.25, 28.87

1023.19, 28.88

1023.20, 28.88

1023.20, 28.88

1023.18, 28.88

1023.22, 28.87

1023.18, 28.87

1023.20, 28.86

1023.23, 28.86

1023.22, 28.85

1023.18, 28.85

1023.23, 28.84

1023.19, 28.84

1023.21, 28.84

1023.16, 28.84

1023.19, 28.84

1023.16, 28.83

1023.19, 28.83

1023.18, 28.83

1023.19, 28.84

1023.18, 28.83

1023.22, 28.84

1023.21, 28.83

1023.19, 28.84

1023.17, 28.83

1023.21, 28.84

1023.18, 28.83

1023.19, 28.84

1023.21, 28.84

1023.24, 28.83

1023.21, 28.83

1023.23, 28.83

1023.24, 28.83

1023.22, 28.83

1023.22, 28.82

1023.20, 28.83

1023.20, 28.83

1023.25, 28.83

1023.25, 28.83

1023.24, 28.83

1023.25, 28.83

